TYPE,CONC_NM_PBPK_pred,DV_NM
SAMPLE,427.0048,40.425102012805
SAMPLE,205.23517,6.921790879233
SAMPLE,103.349455,2.93459531068589
DOSE,0,NA
SAMPLE,24953.064,1286.83618953651
SAMPLE,21774.862,1168.89979737799
SAMPLE,17504.995,609.514383123542
SAMPLE,8067.634,295.630594130726
SAMPLE,3086.985,130.228655653244
SAMPLE,985.7974,41.7417669998978
SAMPLE,544.5576,10.6449925701221
SAMPLE,376.6392,3.21773272253391
SAMPLE,267.34823,2.19338306602034
DOSE,0,NA
SAMPLE,6195.285,7233.10861696413
SAMPLE,4638.6647,2553.4543369088
SAMPLE,3827.914,1187.79820261121
SAMPLE,1825.4251,369.459236779124
SAMPLE,601.38756,103.733939080236
SAMPLE,91.40861,29.4217559910239
SAMPLE,10.192568,7.71182336369644
SAMPLE,3.388893,3.35557797290122
SAMPLE,2.4559256,2.76091847562696
DOSE,0,NA
SAMPLE,36548.084,12713.6600586251
SAMPLE,35935.703,4698.33261688135
SAMPLE,35434.14,1369.4032995989
SAMPLE,34442.46,538.20659175984
SAMPLE,33365.585,298.013233747209
SAMPLE,31682.743,97.5176653724876
SAMPLE,28856.869,22.1280759940696
SAMPLE,26380.63,6.23172472886098
SAMPLE,24158.634,2.86025479504544
DOSE,0,NA
SAMPLE,30326.73,17949.5381606607
SAMPLE,23327.517,12547.3807001622
SAMPLE,16364.239,8995.23308199401
SAMPLE,4482.5788,2069.46074247824
SAMPLE,735.91226,589.633718366828
SAMPLE,98.15263,193.833650671223
SAMPLE,48.985988,41.0500267169001
SAMPLE,39.423976,93.6981692675437
SAMPLE,35.76966,61.8763102508752
DOSE,0,NA
SAMPLE,32519.16,19727.4245625143
SAMPLE,30937.408,7088.60227297081
SAMPLE,28443.182,5148.42819457033
SAMPLE,20957.64,1214.89535348278
SAMPLE,13841.541,431.342469599063
SAMPLE,6549.7727,84.7836046269744
SAMPLE,1746.0498,46.960141178841
SAMPLE,555.6086,41.6833564906728
SAMPLE,223.70088,11.0298329807533
SAMPLE,79.1785,2.29640128308225
DOSE,0,NA
SAMPLE,34055.93,4618.46736890641
SAMPLE,33408.22,1271.56409758481
SAMPLE,32598.015,697.385536358894
SAMPLE,30057.007,253.064289327363
SAMPLE,26900.223,113.019807713746
SAMPLE,21930.94,44.7739265099686
SAMPLE,15172.704,20.3753127181673
SAMPLE,10914.941,11.0116122998323
SAMPLE,8113.118,5.61750702671516
DOSE,0,NA
SAMPLE,33857.27,38923.240827234
SAMPLE,30015.188,19140.424034787
SAMPLE,25205.16,8463.13073282302
SAMPLE,14700.559,1669.68952261177
SAMPLE,7100.2603,1241.84629890703
SAMPLE,1763.7985,699.690128384686
SAMPLE,281.15267,274.918015877092
SAMPLE,216.72735,94.5952772711005
SAMPLE,194.95024,14.780764255749
DOSE,0,NA
SAMPLE,26468.332,32413.4089908546
SAMPLE,22210.95,15263.444437355
SAMPLE,16835.426,7572.71607524082
SAMPLE,6369.1216,1605.74827792931
SAMPLE,2151.1252,501.336629557174
SAMPLE,899.475,193.970740796219
SAMPLE,539.8194,49.2040707028668
SAMPLE,372.85453,29.1216871938196
SAMPLE,271.28595,19.9474407866277
DOSE,0,NA
SAMPLE,35172.74,8232.43887121181
SAMPLE,33958.107,4878.50621410098
