TYPE,CONC_NM_PBPK_pred,DV_NM
SAMPLE,15588.246,185.483560942324
SAMPLE,11664.242,76.6006758620533
SAMPLE,9727.5505,33.961231988706
SAMPLE,8358.716,13.2920568528215
SAMPLE,7583.427,3.39480250720352
SAMPLE,6980.2804,2.25075624730784
DOSE,0,NA
SAMPLE,10152.481,6243.82311195234
SAMPLE,3639.4475,2122.5987140722
SAMPLE,1184.743,1134.67185779052
SAMPLE,606.14556,349.886980421751
SAMPLE,451.2311,107.109719124646
SAMPLE,231.50443,35.8589044766342
SAMPLE,75.505204,6.67695120452573
SAMPLE,30.137548,1.91779778481657
DOSE,0,NA
SAMPLE,34530.32,8619.90570716099
SAMPLE,31756.304,1588.49738489019
SAMPLE,28416.65,676.253026733554
SAMPLE,21101.09,163.794571732716
SAMPLE,17074.581,73.9890622022736
SAMPLE,14605.663,46.0470056617595
SAMPLE,12784.992,14.068550515053
SAMPLE,11788.041,4.08172208547519
SAMPLE,11036.169,2.03610409016432
DOSE,0,NA
SAMPLE,28594.769,12204.686614148
SAMPLE,23294.54,3509.29416636732
SAMPLE,17995.65,1202.2458226578
SAMPLE,10723.318,405.090708348206
SAMPLE,8440.062,189.343675557868
SAMPLE,7035.707,124.036329142712
SAMPLE,5628.8795,40.1149951181412
SAMPLE,4602.96,9.16241796922274
SAMPLE,3781.3187,5.84184377510158
DOSE,0,NA
SAMPLE,2541.9376,6101.38904217936
SAMPLE,1564.9234,2592.162934412
SAMPLE,1201.2612,1757.35015292524
SAMPLE,955.95604,1337.63397912811
SAMPLE,865.4827,974.847268274039
SAMPLE,743.2509,638.879035064008
SAMPLE,564.0206,384.70287590136
SAMPLE,433.3731,160.8390965415
SAMPLE,334.68148,83.9343907733477
SAMPLE,39.81411,4.37019119504796
DOSE,0,NA
SAMPLE,13993.854,8245.58532063215
SAMPLE,7635.059,4581.1745830367
SAMPLE,4636.614,3289.814601661
SAMPLE,2908.0577,1913.91445907093
SAMPLE,2388.4964,1329.34443147719
SAMPLE,1848.6272,880.523154903336
SAMPLE,1156.0279,569.47745946724
SAMPLE,741.7065,388.136293083378
SAMPLE,490.2769,309.60022103982
SAMPLE,61.5905,23.4502910618066
DOSE,0,NA
SAMPLE,9102.807,1281.94895678035
SAMPLE,3907.5432,451.166252883651
SAMPLE,2373.8127,267.979883507865
SAMPLE,1649.8657,177.955580490107
SAMPLE,1201.8046,84.7686575683009
SAMPLE,675.98325,18.2743684179011
SAMPLE,231.26419,12.1153146566233
SAMPLE,82.416736,7.44378957694203
SAMPLE,29.821537,5.04280443882009
DOSE,0,NA
SAMPLE,9102.807,13541.0823243233
SAMPLE,3907.5432,7394.30984233308
SAMPLE,2373.8127,3334.33466965439
SAMPLE,1649.8657,1483.34827239362
SAMPLE,1201.8046,617.311610509376
SAMPLE,675.98325,124.537146865019
SAMPLE,231.26419,45.8686090769217
SAMPLE,82.416736,38.1822476420826
SAMPLE,29.821537,18.4827604318797
DOSE,0,NA
SAMPLE,32401.066,18526.5500197415
SAMPLE,29779.716,4783.18755802466
SAMPLE,26518.606,2242.12321000963
SAMPLE,17573.923,870.131515576425
SAMPLE,9846.205,402.504356182399
SAMPLE,3441.9653,223.689156259483
SAMPLE,912.6372,114.656980940952
SAMPLE,584.06425,82.0800609015539
SAMPLE,470.47928,57.1461733973461
SAMPLE,186.8277,4.41555564148507
DOSE,0,NA
SAMPLE,15345.196,43082.287620515
SAMPLE,11140.984,36012.1808229058
SAMPLE,7979.137,23023.2267504299
SAMPLE,4515.331,18230.9555852735
SAMPLE,2796.9048,15830.3788746304
SAMPLE,1275.2508,9740.90255205793
SAMPLE,480.7503,5686.59422298508
SAMPLE,314.58658,2831.98442481572
SAMPLE,257.56696,1989.66953062908
SAMPLE,147.1763,139.747900622213
DOSE,0,NA
SAMPLE,11140.984,38779.1279415439
SAMPLE,7979.137,33191.5974178861
SAMPLE,6460.5694,29443.0624016504
SAMPLE,4515.331,22428.2904890096
SAMPLE,2796.9048,16309.8504474922
SAMPLE,1275.2508,9138.39927964204
SAMPLE,480.7503,5082.79943690562
SAMPLE,314.58658,1360.7775605832
SAMPLE,257.56696,712.233401204326
SAMPLE,147.1763,47.7150530048433
DOSE,0,NA
SAMPLE,5210.7234,12223.2886734252
SAMPLE,2242.941,4707.37069173309
SAMPLE,1276.7708,2352.94960068574
SAMPLE,668.74164,387.993070736607
SAMPLE,538.8495,103.216739292547
SAMPLE,441.07646,46.8701524307649
SAMPLE,322.24327,21.852073165673
SAMPLE,240.11093,7.07181318436933
SAMPLE,182.05212,5.2282340972685
DOSE,0,NA
SAMPLE,18528.538,4822.31746680625
SAMPLE,8554.75,3310.27374870683
SAMPLE,3134.8414,2834.25999383889
SAMPLE,1013.8355,1917.41966945531
SAMPLE,555.4469,1369.03974836947
SAMPLE,193.6521,747.738369140854
SAMPLE,27.617017,328.062261996092
SAMPLE,6.9482457,197.009431153481
SAMPLE,4.21038,165.268255326396
SAMPLE,2.755514,80.6181354074502
